Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
физ. лицо,получение средств,4648.17,безналичный,Гродно,Белинвестбанк-QTVQ-979,15-08-2004,18:46:08,успешно,нет,0.0
юр. лицо,получение средств,498.68,наличный,Витебск,МаксБанк-XWDZ-121,30-11-2001,15:22:26,успешно,нет,0.0
физ. лицо,списание средств,3719.08,наличный,Могилев,Белинвестбанк-SOTM-779,18-09-2023,06:05:25,успешно,нет,0.0
физ. лицо,списание средств,1852.25,наличный,Гомель,Беларусбанк-EOGU-302,01-02-2013,17:35:50,неправильный ввод пин-кода,да,119.42
физ. лицо,получение средств,2933.1,наличный,Брест,МаксБанк-EBLU-406,15-01-2019,09:52:41,успешно,нет,0.0
физ. лицо,получение средств,2668.42,наличный,Минск,Белинвестбанк-CWWO-361,21-12-2022,13:31:31,успешно,нет,0.0
физ. лицо,получение средств,3085.77,наличный,Витебск,Приорбанк-RGJJ-662,22-12-2007,02:58:07,успешно,нет,0.0
юр. лицо,получение средств,4493.98,безналичный,Минск,Беларусбанк-JYPS-902,26-04-2012,22:25:08,успешно,нет,0.0
юр. лицо,списание средств,3921.46,наличный,Могилев,МаксБанк-AKTY-255,15-09-2006,06:43:35,недостаточно средств,да,300.21
физ. лицо,получение средств,3203.68,наличный,Гродно,БелАгропромбанк-NQCG-461,27-09-2005,22:56:19,успешно,нет,0.0
физ. лицо,получение средств,1122.05,безналичный,Минск,Приорбанк-YNBG-122,01-06-2012,06:00:13,успешно,нет,0.0
физ. лицо,списание средств,4529.22,безналичный,Могилев,Беларусбанк-BOYU-689,08-11-2000,02:26:04,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,1682.32,безналичный,Брест,Белинвестбанк-YXWG-391,29-08-2003,12:11:53,успешно,нет,0.0
физ. лицо,получение средств,2578.43,наличный,Гродно,МаксБанк-OLGG-158,18-01-2009,10:39:23,успешно,нет,0.0
юр. лицо,получение средств,2269.19,наличный,Гродно,БелАгропромбанк-HHAC-309,25-01-2012,15:15:32,успешно,нет,0.0
физ. лицо,получение средств,4963.45,безналичный,Гомель,МаксБанк-RPKS-212,18-12-2015,18:24:25,успешно,нет,0.0
юр. лицо,списание средств,2320.15,наличный,Витебск,МаксБанк-ODPV-444,16-10-2011,06:03:50,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,3042.95,наличный,Минск,Приорбанк-GRDR-477,29-06-2005,06:14:33,недостаточно средств,да,164.17
юр. лицо,получение средств,1067.27,безналичный,Витебск,Белинвестбанк-DWVD-526,01-06-2016,05:13:23,успешно,нет,0.0
юр. лицо,получение средств,1663.13,безналичный,Гродно,БелАгропромбанк-SPZL-885,12-11-2011,09:56:35,успешно,нет,0.0
юр. лицо,списание средств,2698.4,наличный,Гродно,Приорбанк-DIUB-060,19-08-2006,03:43:32,недостаточно средств,да,110.06
физ. лицо,получение средств,3989.78,наличный,Гомель,Беларусбанк-MJPD-448,16-03-2013,07:39:54,успешно,нет,0.0
юр. лицо,списание средств,2010.51,наличный,Гомель,БелАгропромбанк-CHSH-524,22-08-2013,10:36:34,недостаточно средств,нет,0.0
физ. лицо,списание средств,1106.79,наличный,Брест,Беларусбанк-UASS-125,16-09-2021,06:14:19,недостаточно средств,нет,0.0
юр. лицо,списание средств,1917.27,наличный,Минск,Приорбанк-OWVE-450,28-01-2011,11:29:39,недостаточно средств,нет,0.0
юр. лицо,получение средств,4078.63,наличный,Минск,Беларусбанк-SVZL-624,04-12-2010,09:07:05,успешно,нет,0.0
юр. лицо,получение средств,664.66,безналичный,Гомель,БелАгропромбанк-LNAG-567,22-06-2021,07:36:35,успешно,нет,0.0
юр. лицо,получение средств,2555.02,безналичный,Гродно,Беларусбанк-VZTK-109,10-01-2010,07:36:52,успешно,нет,0.0
физ. лицо,списание средств,3273.82,безналичный,Гродно,Беларусбанк-WRJC-278,31-01-2006,03:06:58,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2696.26,безналичный,Минск,Беларусбанк-QBMY-554,09-01-2015,21:33:46,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,1030.72,безналичный,Брест,Белинвестбанк-TBPT-130,06-02-2014,14:48:09,недостаточно средств,нет,0.0
физ. лицо,списание средств,2617.35,наличный,Гродно,Белинвестбанк-AZMR-386,03-12-2000,05:06:53,недостаточно средств,да,127.63
юр. лицо,списание средств,2777.48,безналичный,Могилев,Приорбанк-RXNJ-271,21-08-2013,07:50:36,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,1507.45,безналичный,Гродно,БелАгропромбанк-EENQ-931,19-04-2003,16:09:37,успешно,нет,0.0
юр. лицо,списание средств,2855.18,наличный,Гомель,Беларусбанк-FMTN-868,06-03-2019,16:26:40,успешно,нет,0.0
юр. лицо,списание средств,2411.72,наличный,Гомель,Белинвестбанк-WNFG-695,27-11-2017,13:49:06,успешно,нет,0.0
юр. лицо,получение средств,234.15,безналичный,Витебск,Беларусбанк-GJTX-578,19-05-2006,06:48:32,успешно,нет,0.0
физ. лицо,списание средств,3869.13,безналичный,Минск,МаксБанк-MKIW-729,19-08-2001,23:04:32,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,1729.65,безналичный,Гродно,БелАгропромбанк-TUEB-959,08-02-2013,05:11:24,успешно,нет,0.0
физ. лицо,списание средств,1839.36,безналичный,Могилев,БелАгропромбанк-WEYZ-789,19-04-2010,12:00:11,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,976.4,наличный,Витебск,Приорбанк-TCKA-547,25-05-2005,13:04:36,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,3781.32,безналичный,Витебск,Приорбанк-ATNM-055,27-06-2013,02:07:42,успешно,нет,0.0
юр. лицо,списание средств,2831.57,безналичный,Гомель,Беларусбанк-HAQL-512,18-02-2012,23:47:06,успешно,нет,0.0
физ. лицо,получение средств,3355.29,безналичный,Гродно,БелАгропромбанк-QHTT-141,06-10-2022,08:32:04,успешно,нет,0.0
юр. лицо,списание средств,181.37,безналичный,Брест,Приорбанк-TQTS-244,08-08-2005,05:37:08,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,4397.64,безналичный,Гродно,Беларусбанк-QCTI-613,29-06-2024,05:00:01,недостаточно средств,нет,0.0
